,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review
1838,Paul-claudiu,Fantástico,Esta entrada no tiene comentarios,,Rumanía,"9,0",En familia,Habitación Cuádruple Estándar,15/01/2023
1839,Sanchez,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,10/01/2023
1840,Dumitru,Excepcional,Esta entrada no tiene comentarios,,Moldavia,10,En familia,Habitación Cuádruple Deluxe,10/01/2023
1841,Xavirhc,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble Deluxe,8/01/2023
1842,Ricard,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,3/01/2023
1843,Iswandi,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Triple,3/01/2023
1844,Karima,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Cuádruple Estándar,2/01/2023
1845,Rai,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,30/12/2022
1846,Cristina,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,29/12/2022
1847,Aina,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Triple,28/12/2022
1848,Yolanda,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,28/12/2022
1849,Vicenç,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,28/12/2022
1850,Marie-pierre,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Familiar Deluxe,28/12/2022
1851,Vadim,Excepcional,Esta entrada no tiene comentarios,,Israel,10,En familia,Habitación Cuádruple Estándar,26/12/2022
1852,Jianqiao,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,26/12/2022
1853,Lidia,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Familiar Deluxe,25/12/2022
1854,Olena,Excepcional,Esta entrada no tiene comentarios,,Ucrania,10,En familia,Habitación Triple,23/12/2022
1855,Tom,Excepcional,Esta entrada no tiene comentarios,,Portugal,10,En pareja,Habitación Doble - 1 o 2 camas,21/12/2022
1856,Ainhoa,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,19/12/2022
1857,Pepi,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,19/12/2022
1858,Jordi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Deluxe,19/12/2022
1859,M,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,13/12/2022
1860,Maite,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Deluxe,11/12/2022
1861,Iolanda,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Deluxe,10/12/2022
1862,Gerard,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble Deluxe,10/12/2022
1863,Gemma,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Cuádruple Estándar,8/12/2022
1864,Lia,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,5/12/2022
1865,Nkolomiy,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Cuádruple Estándar,4/12/2022
1866,Amadou,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble Deluxe,4/12/2022
1867,Mohamed,Excepcional,Esta entrada no tiene comentarios,,Argelia,10,En grupo,Habitación Triple,2/12/2022
1868,Samir,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,1/12/2022
1869,Nora,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble Deluxe,29/11/2022
1870,Manuel,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble Deluxe,28/11/2022
1871,Jean,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble Deluxe,22/11/2022
1872,Esther,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,19/11/2022
1873,Gina,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,17/11/2022
1874,Eva,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,17/11/2022
1875,Albert,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Doble Deluxe,14/11/2022
1876,Régis,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Doble Deluxe,14/11/2022
1877,Francesc,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,13/11/2022
1878,Paula,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Triple,12/11/2022
1879,Zhijian,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Triple,8/11/2022
1880,Olivier,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Cuádruple Estándar,7/11/2022
1881,Alexandra,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Cuádruple Estándar,5/11/2022
1882,Stéphane,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Cuádruple Estándar,5/11/2022
1883,Xavier,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,1/11/2022
1884,Viatgemés,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble Deluxe,31/10/2022
1885,Patrick,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble Deluxe,29/10/2022
1886,Oliver,Muy bien,Esta entrada no tiene comentarios,,Alemania,"8,0",En pareja,Habitación Familiar,22/10/2022
1887,Stefan,Excepcional,Esta entrada no tiene comentarios,,Alemania,10,En pareja,Habitación Doble - 1 o 2 camas,21/10/2022
1888,Francina,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,19/10/2022
1889,Lemos,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Triple,18/10/2022
1890,Andrea,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,16/10/2022
1891,Eulàlia,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Deluxe,16/10/2022
1892,Càndid,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,15/10/2022
1893,Frankvikingo,Realmente espectacular,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,5/10/2022
1894,Jaume,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble Deluxe,3/10/2022
1895,Auset,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Triple,2/10/2022
1896,Laura,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Doble - 1 o 2 camas,25/09/2022
1897,Alexander,Excepcional,Esta entrada no tiene comentarios,,Rusia,10,En grupo,Habitación Cuádruple Deluxe,25/09/2022
1898,Ivet,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,22/09/2022
1899,Nadia,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Cuádruple Deluxe,21/09/2022
1900,Christophe,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Familiar,19/09/2022
1901,Sara,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,18/09/2022
1902,Rachid,Muy bien,Esta entrada no tiene comentarios,,Bélgica,"8,0",En pareja,Habitación Doble - 1 o 2 camas,16/09/2022
1903,Mariona,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Doble Deluxe,15/09/2022
1904,Lourdes,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,14/09/2022
1905,Luis,Muy bien,Esta entrada no tiene comentarios,,Portugal,"8,0",En familia,Habitación Cuádruple Estándar,10/09/2022
1906,Steeven,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,9/09/2022
1907,M,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,5/09/2022
1908,Marta,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Deluxe,3/09/2022
1909,Manoli,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,1/09/2022
1910,Maria,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,1/09/2022
1911,Vanessa,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,30/08/2022
1912,H,Fantástico,Esta entrada no tiene comentarios,,Portugal,"9,0",En familia,Habitación Triple,29/08/2022
1913,Jurado,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,28/08/2022
1914,Mònica,Comodidad en el centro de Escaldes-Engordany.,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,26/08/2022
1915,Eduard,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,24/08/2022
1916,Jaume,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,24/08/2022
1917,Josep,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,22/08/2022
1918,Xavier,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Deluxe,21/08/2022
1919,Christophe,Muy bien,Esta entrada no tiene comentarios,,Reunión,"8,0",En familia,Habitación Familiar,21/08/2022
1920,Guillaume,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Familiar,21/08/2022
1921,Consol,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,21/08/2022
1922,Alexandre,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Doble Deluxe,19/08/2022
1923,Jordi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,19/08/2022
1924,Cindy,Muy bien,Esta entrada no tiene comentarios,,Países Bajos,"8,0",En familia,Habitación Cuádruple Deluxe,18/08/2022
1925,John,Muy bien,Esta entrada no tiene comentarios,,Países Bajos,"8,0",En familia,Habitación Cuádruple Estándar,17/08/2022
1926,Jorge,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble Deluxe,17/08/2022
1927,Imane,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar Deluxe,12/08/2022
1928,Géraldine,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Familiar,12/08/2022
1929,Dolores,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,12/08/2022
1930,Frédéric,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,12/08/2022
1931,Céline,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Familiar Deluxe,11/08/2022
1932,Marta,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,11/08/2022
1933,Miguel,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,10/08/2022
1934,Rob,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Deluxe,10/08/2022
1935,Jochen,Muy bien,Esta entrada no tiene comentarios,,Alemania,"8,0",En pareja,Habitación Doble Deluxe,8/08/2022
1936,Montserrat,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,7/08/2022
1937,Elisenda,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,7/08/2022
1938,Cristofol,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,5/08/2022
1939,Agusti,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,2/08/2022
1940,Josep,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,31/07/2022
1941,Christopher,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Familiar,30/07/2022
1942,Eric,Excepcional,Esta entrada no tiene comentarios,,Francia,"9,6",En familia,Habitación Doble - 1 o 2 camas,30/07/2022
1943,Fathia,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar,29/07/2022
1944,Hans,Excepcional,Esta entrada no tiene comentarios,,Alemania,10,En pareja,Habitación Doble - 1 o 2 camas,28/07/2022
1945,Florian,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Triple,28/07/2022
1946,Fabrizio,Muy bien,Esta entrada no tiene comentarios,,Italia,"8,0",En familia,Habitación Cuádruple Estándar,27/07/2022
1947,Jordi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,25/07/2022
1948,Xavier,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Cuádruple Estándar,25/07/2022
1949,Rossend,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Cuádruple Estándar,24/07/2022
1950,Pilar,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble Deluxe,21/07/2022
1951,Núria,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,21/07/2022
1952,Joan,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,20/07/2022
1953,Raquel,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Deluxe,18/07/2022
1954,Eric,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Doble - 1 o 2 camas,17/07/2022
1955,Marc,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,17/07/2022
1956,Sylvain,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,16/07/2022
1957,Gemma,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,11/07/2022
1958,France,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,6/07/2022
1959,Тарас,Excepcional,Esta entrada no tiene comentarios,,Ucrania,10,En grupo,Habitación Familiar Deluxe,6/07/2022
1960,Mireia,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,5/07/2022
1961,Malika,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Triple,3/07/2022
1962,Oleh,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Familiar,29/06/2022
1963,Eduardo,Excepcional,Esta entrada no tiene comentarios,,Portugal,10,En pareja,Habitación Doble - 1 o 2 camas,28/06/2022
1964,Josep,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,26/06/2022
1965,Helena,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,25/06/2022
1966,Miluše,Fantástico,Esta entrada no tiene comentarios,,"Abjasia, ​Georgia","9,0",En pareja,Habitación Doble - 1 o 2 camas,24/06/2022
1967,Stephan,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Doble - 1 o 2 camas,20/06/2022
1968,Marcel,Fantástico,Esta entrada no tiene comentarios,,Suiza,"9,0",En pareja,Habitación Doble - 1 o 2 camas,19/06/2022
1969,Nazareno,Fantástico,Esta entrada no tiene comentarios,,Italia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,16/06/2022
1970,Elianecaylet,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Triple,15/06/2022
1971,Marina,Muy bien,Esta entrada no tiene comentarios,,Alemania,"8,0",En pareja,Habitación Doble - 1 o 2 camas,10/06/2022
1972,Sonia,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Familiar,6/06/2022
1973,Josef,Muy bien,Esta entrada no tiene comentarios,,Austria,"8,0",En familia,Habitación Doble - 1 o 2 camas,6/06/2022
1974,Marie,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,30/05/2022
1975,Monia,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Doble - 1 o 2 camas,28/05/2022
1976,Ulrich,Fantástico,Esta entrada no tiene comentarios,,Reunión,"9,0",En pareja,Habitación Doble - 1 o 2 camas,27/05/2022
1977,Mario,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Cuádruple Deluxe,25/05/2022
1978,Ricard,Bon personal I bon hotel,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,16/05/2022
1979,Cristian,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,16/05/2022
1980,Amar,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,15/05/2022
1981,Ba\',Muy bien,Esta entrada no tiene comentarios,,Portugal,"8,0",En familia,Habitación Cuádruple Estándar,12/05/2022
1982,Adrià,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,9/05/2022
1983,Neus,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble Deluxe,8/05/2022
1984,Gloria,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,3/05/2022
1985,Eva,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,2/05/2022
1986,Pereira,Excepcional,Esta entrada no tiene comentarios,,Portugal,10,En familia,Habitación Doble - 1 o 2 camas,28/04/2022
1987,Daniel,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,28/04/2022
1988,Walter,Excepcional,Esta entrada no tiene comentarios,,Alemania,10,En familia,Habitación Doble - 1 o 2 camas,22/04/2022
1989,Coralie,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar,20/04/2022
1990,Eric,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,18/04/2022
1991,Àngels,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,17/04/2022
1992,Jean,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,15/04/2022
1993,عبدالعزيز,Excepcional,Esta entrada no tiene comentarios,,Emiratos Árabes Unidos,10,En grupo,Habitación Triple,4/04/2022
1994,Robert,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Cuádruple Estándar,20/03/2022
1995,Chloe,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En grupo,Habitación Doble - 1 o 2 camas,20/03/2022
1996,Johanna,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Familiar,14/03/2022
1997,Silvia,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,14/03/2022
1998,Cecilia,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Cuádruple Deluxe,13/03/2022
1999,Pagnon,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,12/03/2022
2000,Julie,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar Deluxe,7/03/2022
2001,Ariadna,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Deluxe,6/03/2022
2002,Raul,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Deluxe,3/03/2022
2003,Eva,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Cuádruple Estándar,27/02/2022
2004,Leila,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,27/02/2022
2005,Christophe,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,21/02/2022
2006,Stephane,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,21/02/2022
2007,Cedric,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Cuádruple Deluxe,21/02/2022
2008,Meritxell,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Familiar Deluxe,20/02/2022
2009,Éva,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Cuádruple Estándar,19/02/2022
2010,Arsen,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Familiar,18/02/2022
2011,Nicolas,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Doble - 1 o 2 camas,16/02/2022
2012,Nicolas,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble Deluxe,16/02/2022
2013,Montserrat,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble - 1 o 2 camas,11/02/2022
2014,Jordi,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Doble - 1 o 2 camas,10/02/2022
2015,Carole,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,8/02/2022
2016,Joan,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,5/02/2022
2017,Sergiy,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,3/02/2022
2018,Laura,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,3/02/2022
2019,Ke,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Cuádruple Estándar,30/01/2022
2020,Kitusset,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Doble Deluxe,28/01/2022
2021,Yassine,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En grupo,Habitación Familiar,19/01/2022
2022,Carme,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Cuádruple Deluxe,17/01/2022
2023,Guillaume,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Cuádruple Deluxe,17/01/2022
2024,Julien,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Cuádruple Deluxe,16/01/2022
2025,Mallory,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,14/01/2022
2026,Eduard,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,13/01/2022
2027,Ester,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,10/01/2022
2028,Jacob,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,9/01/2022
2029,Marina,Excepcional,Esta entrada no tiene comentarios,,España,10,En grupo,Habitación Familiar Deluxe,6/01/2022
2030,Benjamin,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,4/01/2022
2031,Rahmani,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Doble - 1 o 2 camas,31/12/2021
2032,Fanny,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,30/12/2021
2033,Alex,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,30/12/2021
2034,Ramon,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,26/12/2021
2035,Òscar,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,25/12/2021
2036,Amine,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Cuádruple Deluxe,25/12/2021
2037,Alexandra,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,23/12/2021
2038,Lucas,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,22/12/2021
2039,Xavier,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,19/12/2021
2040,Alexander,Excepcional,Esta entrada no tiene comentarios,,Rusia,10,En familia,Habitación Doble - 1 o 2 camas,18/12/2021
2041,Gemma,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,18/12/2021
2042,Andrea,Fantástico,Esta entrada no tiene comentarios,,Italia,"9,0",En grupo,Habitación Doble - 1 o 2 camas,16/12/2021
2043,Eila,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Familiar Deluxe,10/12/2021
2044,Gulnara,Muy bien,Esta entrada no tiene comentarios,,Rusia,"8,0",En familia,Habitación Triple,3/12/2021
2045,Maite,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,1/12/2021
2046,Salvador,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble Deluxe,28/11/2021
2047,Virginie,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Cuádruple Estándar,24/11/2021
2048,Frédérique,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Familiar Deluxe,18/11/2021
2049,Yolanda,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,15/11/2021
2050,Amelie,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En grupo,Habitación Cuádruple Estándar,15/11/2021
2051,Meritxell,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,14/11/2021
2052,Joffrey,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,14/11/2021
2053,Oriol,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Doble Deluxe,11/11/2021
2054,Jordi,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,9/11/2021
2055,Josep,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,8/11/2021
2056,Nn,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,8/11/2021
2057,Valérie,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Cuádruple Estándar,5/11/2021
